audio_file|text|speaker_name
wavs/yang_00000203.wav|뭐 마신거야 컵에 양말 이불 수건은 왜 있어 ㅋㅋㅋㅋㅋㅋ 개쩐다 수건이 왜 있는거야 언제 썼던 수건이지 개오져 무섭다 무서워 ㅋㅋㅋ 어허 천원 감사합니다 아버지가 왜 나와? 안 보일수록 예쁜거라고 새벽에만 분위기 좋음 불을 켜보고싶네 여기 뭔가 안에 많이 있는 거 같은데 귀엽네요 평범한 고일의방 양모노입니다 오 진짜 다 비슷비슷하구나 크게 다르진 않네 고양이 있는 방 제일 부러워 우웨엑 옷방 이거 옷걸이다 옷걸이 좀 비싼데 옷걸이 교복 아니에요?|coqui
wavs/yang_00000204.wav|귀여워 어떡해 으흠... 근데 졸귀탱이다 고양이 헉 두 마리 키워? 귀여워 집 괜춘... 우웩 괜춘한 거 같기도 하고 책상 정리해주고싶다 시험기간대 어떻게 참아요 이거? 바로 정리하실듯 밤에보면 예쁜방 갭차이 미쳤는데 어 아니 갭차이 미쳤는데? 이 방이랑 이 방이 같은 방이라고?|coqui
wavs/yang_00000205.wav|다르다 진짜 너무 예쁘다 우리집에도 있어 뭐임? 임포스터 여기도 비비탄이 있네요 비비탄 은근 많이 좋아하는구나 우리집은 비비탄이 많이 없어서 옛날 어릴때나 뭐 가지고 놀았었지 좋아하시는 분들이 많네 음향엔지니어방 발매 직전 곡 마무리 중 뒤쪽은 깨끗 근데 진짜 너무 깨끗해서 놀랐다 진짜 너무 깨끗해서 놀랐다 뭐임?|coqui
wavs/yang_00000206.wav|방 자랑 침대 자랑 ㅋㅋㅋㅋㅋ 침대가 뭔가 마음이 아프다 내가... 마음이 아파 덕질방 만화책 쫙 있네 다 모으기도 힘들 텐데 이야 대단합니다요 다 본건가 이정도면 기계엔지니어방은 뭐고 음... 음... 어... 음... ㅋㅋㅋㅋ|coqui
wavs/yang_00000207.wav|그 기계엔지니어인 거랑 얘랑 도대체 무슨 상관인지 난 모르겠거든 ㅋㅋㅋㅋ 아니 ㅋㅋㅋ 그 기계엔지니어방이랑 얘네랑 다 뭔 상관인데 심지어 다 여캐만 있네 와 진짜 놀랍다 오진다 진짜 ㅋㅋㅋㅋㅋㅋ 남캐 안 키우시는구나 이거 아까 사라졌던 그 ㅋㅋㅋㅋㅋㅋㅋ 진짜 캠핑하는게 진짜 캠핑이였어?|coqui
wavs/yang_00000208.wav|이야 근데 은근 안에서 자면 기분 좋겠다 모기 뜯길일도 없고 의외로 괜찮은데 의외로 괜찮은데 어 귀여워 의외로 괜찮은데 나쁘지 않구만요 자취 두 달차 과분하다 와 어케 얻었대 여긴 주방 왠지 내 친구집 보는거 같아 내 친구 자취방 보는거 같아 근데 자취방 맞아요?|coqui
wavs/yang_00000209.wav|자취방인데 되게 넓다 자취방인데 되게 넓은데 뭐 옷장도 있고 주방도 넓고 방도 넓은데요?|coqui
wavs/yang_00000211.wav|투룸인가?|coqui
wavs/yang_00000212.wav|드레스룸이 따로 있어?|coqui
wavs/yang_00000213.wav|되게 고급 자취 아니야?|coqui
wavs/yang_00000214.wav|고급 자취 캬 뭐야 은근 사람들 금수저 좀 있나본데 아니 이거 뭐지 사람들?|coqui
wavs/yang_00000215.wav|어 뭐야 양모노방 상위 일 퍼센트 당장 봐야지 아 이런 정말 아 이거 남의 딸내미 영상을 틀면 어떡해요 작업용 건반과 크로마키 크로마키는 진짜 잘 없는데 뭐야 나 이런 이불 처음 봐 뭐지?|coqui
wavs/yang_00000216.wav|색이 엄청 특이한데 양모노방 상위 일 퍼센트래 맞아?|coqui
wavs/yang_00000218.wav|나 거기가 너무 넘사인 것 같아 진짜로 그리고 뭐 여기... 여기정도?|coqui
wavs/yang_00000219.wav|핑크핑크하게 잘 꾸미셨는데 여기정도?|coqui
wavs/yang_00000220.wav|공주집 괜찮네 근데 대체로 다 방이 역시 거기서 거기네요 비슷하네요 사람 사는 곳이라 그런가 이 씨... ㅋㅋㅋㅋㅋㅋ 아 진짜 너무 짜증나 나 진짜 너무 짜증나 미쳤나봐 ㅋㅋㅋㅋ 깨알로 여기 적어둔 게 더 싫어 진짜 ㅋㅋㅋㅋㅋㅋ 와 정말 싫다 이게 뭐야 짜증나네 뭔가 되게 화나네 어질어질하네 좀? 또 다른 방인데 위험한 방 뭐야 마당이 있어요?|coqui
wavs/yang_00000221.wav|마당 아니야 이거?|coqui
